modelo,pregunta,prompt,es_correcta,confianza,prob_entailment,prob_contradiction
mistralai_Ministral-8B-Instruct-2410,¿Hay alguna estación que sirva como punto de conexión entre más de 2 líneas de metro?,Prompt 4,False,0.6422238945960999,0.6422238945960999,0.35777607560157776
mistralai_Ministral-8B-Instruct-2410,¿Cuál es la línea que tiene más estaciones?,Prompt 4,False,0.2926950454711914,0.2926950454711914,0.7073048949241638
mistralai_Ministral-8B-Instruct-2410,¿Por cuántas estaciones pasan más de una línea?,Prompt 4,True,0.9099852442741394,0.9099852442741394,0.09001477062702179
mistralai_Ministral-8B-Instruct-2410,¿Quiero ir a RD3VC?,Prompt 4,False,0.6621584296226501,0.6621584296226501,0.33784154057502747
mistralai_Ministral-8B-Instruct-2410,"Estoy en la estación OA1SC, ¿cómo llego a la estación RG6SC?",Prompt 4,True,0.9940389394760132,0.9940389394760132,0.0059610516764223576
mistralai_Ministral-8B-Instruct-2410,Estoy en OA1SC.,Prompt 4,False,0.5053297281265259,0.5053297281265259,0.4946703016757965
mistralai_Ministral-8B-Instruct-2410,"Necesito ir a la estación BC3SC, ¿cómo llego allí desde la estación VG7SC?",Prompt 4,False,0.24614104628562927,0.24614104628562927,0.7538589835166931
mistralai_Ministral-8B-Instruct-2410,¿Cuántas estaciones hay en total en el sistema de metro?,Prompt 4,True,0.9989053010940552,0.9989053010940552,0.0010946899419650435
mistralai_Ministral-8B-Instruct-2410,¿Cuántas líneas de metro hay en total?,Prompt 4,False,0.1922113448381424,0.1922113448381424,0.8077886700630188
mistralai_Ministral-8B-Instruct-2410,"El día está soleado, ¿sabes si va a llover hoy? ¿El metro está cerrado hoy?",Prompt 4,False,0.00019159525982104242,0.00019159525982104242,0.9998083710670471
mistralai_Ministral-8B-Instruct-2410,¿Cómo puedo llegar desde la estación AA1SC a la estación AG7BH?,Prompt 5,True,0.998268723487854,0.998268723487854,0.0017312858253717422
mistralai_Ministral-8B-Instruct-2410,¿Qué estaciones debo usar para transferirme entre las líneas Roja y Naranja?,Prompt 5,False,0.6562879085540771,0.6562879085540771,0.3437120318412781
mistralai_Ministral-8B-Instruct-2410,"Quiero ir de la estación VF6SC a la estación RA1SC, ¿qué ruta me recomiendas?",Prompt 5,True,0.9636858701705933,0.9636858701705933,0.03631417080760002
mistralai_Ministral-8B-Instruct-2410,¿Cuál es la mejor ruta para ir de BD2VB a AC3SC?,Prompt 5,True,0.7845395803451538,0.7845395803451538,0.21546043455600739
mistralai_Ministral-8B-Instruct-2410,¿Dime todas las rutas posibles para ir de BB2OC a AF6SC?,Prompt 5,True,0.8932284712791443,0.8932284712791443,0.10677151381969452
mistralai_Ministral-8B-Instruct-2410,¿Hay alguna estación que sirva como punto de conexión entre más de 2 líneas de metro?,Prompt 5,False,0.3963141441345215,0.3963141441345215,0.6036859154701233
mistralai_Ministral-8B-Instruct-2410,¿Cuál es la línea que tiene más estaciones?,Prompt 5,False,0.2947087585926056,0.2947087585926056,0.705291211605072
mistralai_Ministral-8B-Instruct-2410,¿Por cuántas estaciones pasan más de una línea?,Prompt 5,True,0.9858767986297607,0.9858767986297607,0.014123203232884407
mistralai_Ministral-8B-Instruct-2410,¿Quiero ir a RD3VC?,Prompt 5,False,0.5336987972259521,0.5336987972259521,0.46630123257637024
mistralai_Ministral-8B-Instruct-2410,"Estoy en la estación OA1SC, ¿cómo llego a la estación RG6SC?",Prompt 5,True,0.9896273612976074,0.9896273612976074,0.010372648946940899
mistralai_Ministral-8B-Instruct-2410,Estoy en OA1SC.,Prompt 5,True,0.8836274743080139,0.8836274743080139,0.1163724958896637
mistralai_Ministral-8B-Instruct-2410,"Necesito ir a la estación BC3SC, ¿cómo llego allí desde la estación VG7SC?",Prompt 5,False,0.6197072267532349,0.6197072267532349,0.38029277324676514
mistralai_Ministral-8B-Instruct-2410,¿Cuántas estaciones hay en total en el sistema de metro?,Prompt 5,False,0.5015409588813782,0.5015409588813782,0.4984590411186218
mistralai_Ministral-8B-Instruct-2410,¿Cuántas líneas de metro hay en total?,Prompt 5,False,0.15162791311740875,0.15162791311740875,0.8483720421791077
mistralai_Ministral-8B-Instruct-2410,"El día está soleado, ¿sabes si va a llover hoy? ¿El metro está cerrado hoy?",Prompt 5,False,0.00019159525982104242,0.00019159525982104242,0.9998083710670471
mistralai_Ministral-8B-Instruct-2410,¿Cómo puedo llegar desde la estación AA1SC a la estación AG7BH?,Prompt 6,False,0.5743386149406433,0.5743386149406433,0.4256614148616791
mistralai_Ministral-8B-Instruct-2410,¿Qué estaciones debo usar para transferirme entre las líneas Roja y Naranja?,Prompt 6,False,0.6494144797325134,0.6494144797325134,0.3505854606628418
mistralai_Ministral-8B-Instruct-2410,"Quiero ir de la estación VF6SC a la estación RA1SC, ¿qué ruta me recomiendas?",Prompt 6,True,0.9972435235977173,0.9972435235977173,0.002756507834419608
mistralai_Ministral-8B-Instruct-2410,¿Cuál es la mejor ruta para ir de BD2VB a AC3SC?,Prompt 6,True,0.992219090461731,0.992219090461731,0.0077808927744627
mistralai_Ministral-8B-Instruct-2410,¿Dime todas las rutas posibles para ir de BB2OC a AF6SC?,Prompt 6,True,0.9927260875701904,0.9927260875701904,0.007273925002664328
mistralai_Ministral-8B-Instruct-2410,¿Hay alguna estación que sirva como punto de conexión entre más de 2 líneas de metro?,Prompt 6,False,0.3053826689720154,0.3053826689720154,0.6946173906326294
mistralai_Ministral-8B-Instruct-2410,¿Cuál es la línea que tiene más estaciones?,Prompt 6,False,0.01355450227856636,0.01355450227856636,0.9864454865455627
mistralai_Ministral-8B-Instruct-2410,¿Por cuántas estaciones pasan más de una línea?,Prompt 6,True,0.9894271492958069,0.9894271492958069,0.01057280320674181
mistralai_Ministral-8B-Instruct-2410,¿Quiero ir a RD3VC?,Prompt 6,False,0.27944958209991455,0.27944958209991455,0.7205504179000854
mistralai_Ministral-8B-Instruct-2410,"Estoy en la estación OA1SC, ¿cómo llego a la estación RG6SC?",Prompt 6,True,0.9804190993309021,0.9804190993309021,0.019580889493227005
mistralai_Ministral-8B-Instruct-2410,Estoy en OA1SC.,Prompt 6,False,0.33682557940483093,0.33682557940483093,0.6631743907928467
mistralai_Ministral-8B-Instruct-2410,"Necesito ir a la estación BC3SC, ¿cómo llego allí desde la estación VG7SC?",Prompt 6,False,0.24614104628562927,0.24614104628562927,0.7538589835166931
mistralai_Ministral-8B-Instruct-2410,¿Cuántas estaciones hay en total en el sistema de metro?,Prompt 6,False,0.30189380049705505,0.30189380049705505,0.6981061697006226
mistralai_Ministral-8B-Instruct-2410,¿Cuántas líneas de metro hay en total?,Prompt 6,False,0.13294804096221924,0.13294804096221924,0.8670519590377808
mistralai_Ministral-8B-Instruct-2410,"El día está soleado, ¿sabes si va a llover hoy? ¿El metro está cerrado hoy?",Prompt 6,False,0.00019159525982104242,0.00019159525982104242,0.9998083710670471
